 GeoStep   ADMPstep   Time, fs    SCF Energy, au   E-Ebeg,kcal/mol  E-E1,kcal/mol  EkinC(~T)     EkinP(A+B)    Ekin        Epot=Escf   Etot=Ekin+Epot  Etot-EkinP=EkinC+Epot  T,K    Connectivity, Rmax=  3.50
    6068   60670    12134.00      -1800.76248911       13.67       13.67           0.010420      0.000076      0.010496  -1800.762489  -1800.751993  -1800.752069            274.41       1    12.13400
    6069   60680    12136.00      -1800.76254051       13.64       13.64           0.010475      0.000073      0.010548  -1800.762540  -1800.751993  -1800.752066            275.84       1    12.13600
    6070   60690    12138.00      -1800.76259012       13.61       13.61           0.010520      0.000078      0.010597  -1800.762590  -1800.751993  -1800.752070            277.03       1    12.13800
    6071   60700    12140.00      -1800.76262437       13.59       13.59           0.010557      0.000075      0.010632  -1800.762624  -1800.751993  -1800.752068            278.01       1    12.14000
    6072   60710    12142.00      -1800.76263850       13.58       13.58           0.010574      0.000071      0.010646  -1800.762639  -1800.751993  -1800.752064            278.47       1    12.14200
    6073   60720    12144.00      -1800.76263869       13.58       13.58           0.010569      0.000077      0.010646  -1800.762639  -1800.751993  -1800.752070            278.33       1    12.14400
    6074   60730    12146.00      -1800.76261435       13.59       13.59           0.010545      0.000077      0.010622  -1800.762614  -1800.751993  -1800.752069            277.70       1    12.14600
    6075   60740    12148.00      -1800.76256435       13.62       13.62           0.010494      0.000078      0.010572  -1800.762564  -1800.751993  -1800.752071            276.34       1    12.14800
    6076   60750    12150.00      -1800.76248671       13.67       13.67           0.010423      0.000071      0.010494  -1800.762487  -1800.751993  -1800.752064            274.48       1    12.15000
    6077   60760    12152.00      -1800.76238225       13.74       13.74           0.010313      0.000077      0.010389  -1800.762382  -1800.751993  -1800.752070            271.57       1    12.15200
    6078   60770    12154.00      -1800.76224982       13.82       13.82           0.010181      0.000076      0.010257  -1800.762250  -1800.751993  -1800.752069            268.11       1    12.15400
    6079   60780    12156.00      -1800.76209129       13.92       13.92           0.010022      0.000076      0.010098  -1800.762091  -1800.751993  -1800.752069            263.93       1    12.15600
    6080   60790    12158.00      -1800.76190395       14.04       14.04           0.009840      0.000071      0.009911  -1800.761904  -1800.751993  -1800.752064            259.13       1    12.15800
    6081   60800    12160.00      -1800.76169624       14.17       14.17           0.009630      0.000074      0.009703  -1800.761696  -1800.751993  -1800.752066            253.59       1    12.16000
    6082   60810    12162.00      -1800.76147335       14.31       14.31           0.009402      0.000078      0.009480  -1800.761473  -1800.751993  -1800.752071            247.61       1    12.16200
    6083   60820    12164.00      -1800.76122966       14.46       14.46           0.009163      0.000074      0.009237  -1800.761230  -1800.751993  -1800.752067            241.30       1    12.16400
    6084   60830    12166.00      -1800.76098150       14.62       14.62           0.008915      0.000073      0.008989  -1800.760982  -1800.751993  -1800.752066            234.78       1    12.16600
    6085   60840    12168.00      -1800.76073137       14.77       14.77           0.008669      0.000070      0.008739  -1800.760731  -1800.751993  -1800.752063            228.28       1    12.16800
    6086   60850    12170.00      -1800.76049303       14.92       14.92           0.008430      0.000070      0.008500  -1800.760493  -1800.751993  -1800.752063            222.00       1    12.17000
    6087   60860    12172.00      -1800.76026644       15.06       15.06           0.008204      0.000069      0.008273  -1800.760266  -1800.751993  -1800.752062            216.06       1    12.17200
    6088   60870    12174.00      -1800.76007162       15.19       15.19           0.008009      0.000070      0.008079  -1800.760072  -1800.751993  -1800.752063            210.90       1    12.17400
    6089   60880    12176.00      -1800.75990408       15.29       15.29           0.007846      0.000066      0.007911  -1800.759904  -1800.751993  -1800.752058            206.61       1    12.17600
    6090   60890    12178.00      -1800.75978621       15.37       15.37           0.007721      0.000072      0.007794  -1800.759786  -1800.751993  -1800.752065            203.34       1    12.17800
    6091   60900    12180.00      -1800.75971513       15.41       15.41           0.007657      0.000066      0.007722  -1800.759715  -1800.751993  -1800.752058            201.63       1    12.18000
    6092   60910    12182.00      -1800.75970720       15.42       15.42           0.007649      0.000066      0.007715  -1800.759707  -1800.751993  -1800.752059            201.42       1    12.18200
    6093   60920    12184.00      -1800.75976628       15.38       15.38           0.007705      0.000069      0.007773  -1800.759766  -1800.751993  -1800.752062            202.90       1    12.18400
    6094   60930    12186.00      -1800.75989215       15.30       15.30           0.007833      0.000067      0.007899  -1800.759892  -1800.751993  -1800.752060            206.27       1    12.18600
    6095   60940    12188.00      -1800.76009203       15.17       15.17           0.008035      0.000065      0.008099  -1800.760092  -1800.751993  -1800.752057            211.59       1    12.18800
    6096   60950    12190.00      -1800.76036876       15.00       15.00           0.008306      0.000070      0.008376  -1800.760369  -1800.751993  -1800.752062            218.74       1    12.19000
    6097   60960    12192.00      -1800.76071941       14.78       14.78           0.008657      0.000070      0.008727  -1800.760719  -1800.751993  -1800.752063            227.97       1    12.19200
    6098   60970    12194.00      -1800.76114069       14.52       14.52           0.009075      0.000073      0.009148  -1800.761141  -1800.751993  -1800.752065            238.99       1    12.19400
    6099   60980    12196.00      -1800.76162389       14.21       14.21           0.009561      0.000070      0.009631  -1800.761624  -1800.751993  -1800.752063            251.78       1    12.19600
    6100   60990    12198.00      -1800.76216322       13.87       13.87           0.010097      0.000073      0.010171  -1800.762163  -1800.751993  -1800.752066            265.90       1    12.19800
    6101   61000    12200.00      -1800.76275277       13.50       13.50           0.010686      0.000074      0.010760  -1800.762753  -1800.751993  -1800.752066            281.42       1    12.20000
    6102   61010    12202.00      -1800.76338105       13.11       13.11           0.011317      0.000071      0.011388  -1800.763381  -1800.751993  -1800.752064            298.04       1    12.20200
    6103   61020    12204.00      -1800.76403639       12.70       12.70           0.011964      0.000079      0.012044  -1800.764036  -1800.751993  -1800.752072            315.08       1    12.20400
    6104   61030    12206.00      -1800.76470316       12.28       12.28           0.012629      0.000082      0.012710  -1800.764703  -1800.751993  -1800.752074            332.57       1    12.20600
    6105   61040    12208.00      -1800.76536907       11.86       11.86           0.013298      0.000078      0.013376  -1800.765369  -1800.751993  -1800.752071            350.19       1    12.20800
    6106   61050    12210.00      -1800.76602590       11.45       11.45           0.013950      0.000083      0.014033  -1800.766026  -1800.751993  -1800.752076            367.36       1    12.21000
    6107   61060    12212.00      -1800.76666391       11.05       11.05           0.014583      0.000088      0.014671  -1800.766664  -1800.751993  -1800.752081            384.03       1    12.21200
